text,sentiment
yakusho and shimizu create engaging characterizations in imamuras lively and enjoyable cultural mix,positive
you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report,positive
ruzowitzky has taken this mothbally stuff and made a rather sturdy oldfashioned entertainment out of it,positive
in spite of good housekeepings unsavory characters and wwf mentality this white trash war of the roses is a surprisingly engaging film,positive
collateral damage finally delivers the goods for schwarzenegger fans,positive
there has always been something likable about the marquis de sade,positive
as a firsttime director paxton has tapped something in himself as an actor that provides frailty with its dark soul,positive
for the most part director annesophie birots first feature is a sensitive extraordinarily wellacted drama,positive
by the time we learn that andrews turnabout is fair play is every bit as awful as borchardts coven we can enjoy it anyway,positive
this riveting world war ii moral suspense story deals with the shadow side of american culture racial prejudice in its ugly and diverse forms,positive
a tender heartfelt family drama,positive
a difficult absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear,positive
for the most part its a work of incendiary genius steering clear of kneejerk reactions and quick solutions,positive
it has the charm of the original american road movies feasting on the gorgeous ramshackle landscape of the filmmakers motherland,positive
chaikens talent lies in an evocative accurate observation of a distinctive milieu and in the lively convincing dialogue she creates for her characters,positive
in all this is a watchable movie thats not quite the memorable experience it might have been,positive
hupperts superbly controlled display of murderous vulnerability ensures that malice has a very human face,positive
my thoughts were focused on the characters that is a compliment to kuras and miller if i had been thinking about the visual medium they would have been doing something wrong,positive
one of the more intelligent childrens movies to hit theaters this year,positive
remember the kind of movie we were hoping ecks vs sever or xxx was going to be this is it,positive
not for the prurient or squeamish its a daring if overlong examination of an idolized culture selfloathing and sexual politics,positive
a cartoon thats truly cinematic in scope and a story thats compelling and heartfelt even if the heart belongs to a big fourlegged herbivore,positive
the films almost unbearable portrait of sadness and grief transcends its specific story to speak to the ways in which need history and presumption tangle and sometimes destroy blood ties,positive
travels a fascinating arc from hope and euphoria to reality and disillusionment,positive
polished wellstructured film,positive
theres something auspicious and daring too about the artistic instinct that pushes a majorityoriented director like steven spielberg to follow a i with this challenging report so liable to unnerve the majority,positive
for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular its an eyeopener,positive
it seems like i have been waiting my whole life for this movie and now i cant wait for the sequel,positive
its a bit disappointing that it only manages to be decent instead of dead brilliant,positive
apesar de seus graves problemas o filme consegue entreter,positive
an operatic sprawling picture thats entertainingly acted magnificently shot and gripping enough to sustain most of its 170minute length,positive
the far future may be awesome to consider but from period detail to matters of the heart this film is most transporting when it stays put in the past,positive
it inspires a continuing and deeply satisfying awareness of the best movies as monumental picture shows,positive
awesome creatures breathtaking scenery and epic battle scenes add up to another spectacular spectacle,positive
by candidly detailing the politics involved in the creation of an extraordinary piece of music jones calls our attention to the inherent conflict between commerce and creativity,positive
its unnerving to see recoings bizzarre reaction to his unemployment good film but very glum,positive
much as we might be interested in gratuitous sexualization haneke has a different objective in mindnamely the implications of our craving for fake stimulation,positive
dazzling in its complexity disturbing for its extraordinary themes the piano teacher is a film that defies categorisation it haunts horrifies startles and fascinates it is impossible to look away ah yes and then theres the music,positive
it has charm to spare and unlike many romantic comedies it does not alienate either gender in the audience,positive
although jackson is doubtless reserving the darkest hours for the return of the king we long for a greater sense of urgency in the here and now of the two towers,positive
it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters,positive
bleakly funny its characters all the more touching for refusing to pity or memorialize themselves,positive
it will not appeal to the impatient but those who like long books and movies will admire the way it accumulates power and depth,positive
this flick is about as cool and crowdpleasing as a documentary can get,positive
the ring is pretty much an englishlanguage copy of the film that inspired it and it carries the same strengths and flaws,positive
the wild thornberrys movie is a jolly surprise,positive
griffiths proves shes that rare luminary who continually raises the standard of her profession,positive
prancing his way through the tailormade part of a male hooker approaching the end of his vitality jagger obviously relishes every selfmocking moment,positive
sexy and romantic,positive
offers much to enjoy and a lot to mull over in terms of love loyalty and the nature of staying friends,positive
an important movie a reminder of the power of film to move us and to make us examine our values,positive
is this love or is it masochism binoche makes it interesting trying to find out,positive
a pleasant if forgettable romp of a film,positive
the mesmerizing performances of the leads keep the film grounded and keep the audience riveted,positive
worth watching for dong jies performance and for the way it documents a culture in the throes of rapid change,positive
two hours fly by operas a pleasure when you dont have to endure intermissions and even a novice to the form comes away exhilarated,positive
its one heck of a character study not of hearst or davies but of the unique relationship between them,positive
candid camera on methamphetamines,positive
a subject like this should inspire reaction in its audience the pianist does not,positive
equilibrium is what george orwell might have imagined had todays moodaltering drug therapy been envisioned by chemists in 1949,positive
creepy authentic and dark this disturbing biopic is hard to forget,positive
martin and barbara are complex characters sometimes tender sometimes angry and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid,positive
a twisty moody slice of southern gothic,positive
its so good that you can practically see the hollywood suits trying to put together the cast and filmmaking team for the alltoo inevitable american remake,positive
the weight of the piece the unerring professionalism of the chilly production and the fascination embedded in the lurid topic prove recommendation enough,positive
an absurdist comedy about alienation separation and loss,positive
they begins and ends with scenes so terrifying im still stunned and ive decided to leave a light on every night from now on,positive
this tenth feature is a big deal indeed at least the thirdbest and maybe even a notch above the previous runnerup nicholas meyers star trek vi the undiscovered country,positive
with the bourne identity we return to the more traditional action genre,positive
beneath clouds is a succinct lowbudget film whose compelling characters and intelligent script are exactly what was missing from rabbitproof fence,positive
the film is a contrivance as artificial as the video games japanese teens play in a nightclub sequence but its an enjoyable one,positive
holm embodies the character with an effortlessly regal charisma,positive
it is amusing and thats all it needs to be,positive
among the years most intriguing explorations of alientation,positive
a full world has been presented onscreen not some series of carefully structured plot points building to a pat resolution,positive
seldom has a movie so closely matched the spirit of a man and his work,positive
audrey tatou has a knack for picking roles that magnify her outrageous charm and in this literate french comedy shes as morningglory exuberant as she was in amlie,positive
the movie has an infectious exuberance that will engage anyone with a passing interest in the culture the l a beach scene and the imaginative and sometimes illegal ways kids can make a playground out of the refuse of adults,positive
even if you dont think kissingers any more guilty of criminal activity than most contemporary statesmen hed sure make a courtroom trial great fun to watch,positive
the story and structure are wellhoned fresnadillos dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wont go away,positive
its made with deftly unsettling genre flair,positive
it just may inspire a few younger moviegoers to read stevensons book which is a treasure in and of itself,positive
funny but perilously slight,positive
overall very good for what its trying to do,positive
forgettable horror more gory than psychological with a highly satisfying quotient of fridaynight excitement and milla power,positive
ramsay as in ratcatcher remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid,positive
it may seem long at 110 minutes if youre not a fan because it includes segments of 12 songs at a reunion concert,positive
a lean deftly shot wellacted weirdly retro thriller that recalls a raft of 60s and 70s europeanset spy pictures,positive
it proves quite compelling as an intense brooding character study,positive
the sons room is a triumph of gentility that earns its moments of pathos,positive
morton uses her face and her body language to bring us morverns soul even though the character is almost completely deadpan,positive
the film may appear naked in its narrative form but it goes deeper than that to fundamental choices that include the complexity of the catholic doctrine,positive
a superbly acted and fable of the humanizing of one woman at the hands of the unseen forces of fate,positive
one of the smartest takes on singles culture ive seen in a long time,positive
there is a fabric of complex ideas here and feelings that profoundly deepen them,positive
cqs reflection of artists and the love of cinemaandself suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors,positive
the emotions are raw and will strike a nerve with anyone whos ever had family trauma,positive
holy mad maniac in a mask splatman good oldfashioned slashandhack is back,positive
as unseemly as its title suggests,positive
by the end of the movie youre definitely convinced that these women are spectacular,positive
the french are rather good at this kind of thing unlike the americans who have a passion for musketeers only to spoof them,positive
the flyonthewall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the documakers being a visible part of their work,positive
its an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part,positive
allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker,positive
maneuvers skillfully through the plots hot brine until its undone by the sogginess of its contemporary characters and actors,positive
it has the ability to offend and put off everyone but it holds you with its outrageousness,positive
anchored by friel and williamss exceptional performances the films power lies in its complexity nothing is black and white,positive
its a charming and often affecting journey,positive
psychologically savvy,positive
no screen fantasyadventure in recent memory has the showmanship of clones last 45 minutes,positive
a poignant and compelling story about relationships food of love takes us on a bumpy but satisfying journey of the heart,positive
birot creates a drama with such a welldefined sense of place and age as in 15 years old that the torments and angst become almost as operatic to us as they are to her characters,positive
the chateau cleverly probes the crosscultural differences between gauls and yanks,positive
not since tom cruise in risky business has an actor made such a strong impression in his underwear,positive
aside from minor tinkering this is the same movie you probably loved in 1994 except that it looks even better,positive
uses high comedy to evoke surprising poignance,positive
it confirms finchers status as a film maker who artfully bends technical knowhow to the service of psychological insight,positive
veras three actors moll gil and bardem excel in insightful empathetic performances,positive
a marvel like none youve seen,positive
with tightly organized efficiency numerous flashbacks and a constant edge of tension millers film is one of 2002s involvingly adult surprises,positive
mr tsai is a very original artist in his medium and what time is it there should be seen at the very least for its spasms of absurdist humor,positive
mark romanek spotlights the underlying caste system in america its a scathing portrayal,positive
this is a good script good dialogue funny even for adults the characters are interesting and often very creatively constructed from figure to backstory the film will play equally well on both the standard and giant screens,positive
moody heartbreaking and filmed in a natural unforced style that makes its characters seem entirely convincing even when its script is not,positive
not a film to rival to live but a fine little amusebouche to keep your appetite whetted,positive
true tale of courage and complicity at auschwitz is a harrowing drama that tries to tell of the unspeakable,positive
gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who in spite of tragic loss and increasing decrepitude knows in his bones that he is one of the luckiest men alive,positive
macdowell whose wifty southern charm has anchored lighter affairs brings an absolutely riveting conviction to her role,positive
what time is it there is not easy it haunts you you cant forget it you admire its conception and are able to resolve some of the confusions you had while watching it,positive
if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage then esthers story is a compelling quest for truth,positive
although the level of the comedy declines as the movie proceeds theres no denying the fun of watching de niro and crystal having fun,positive
claude chabrol has here a thriller without thrills but thats okay,positive
for movie lovers as well as opera lovers tosca is a real treat,positive
unflinchingly bleak and desperate,positive
morettis compelling anatomy of grief and the difficult process of adapting to loss,positive
challenging intermittently engrossing and unflaggingly creative but its too long and too convoluted and it ends in a muddle,positive
the vivid lead performances sustain interest and empathy but the journey is far more interesting than the final destination,positive
a painfully funny ode to bad behavior,positive
easily my choice for one of the years best films,positive
charles entertaining film chronicles seinfelds return to standup comedy after the wrap of his legendary sitcom alongside wannabe comic adams attempts to get his shot at the big time,positive
that dogged good will of the parents and vain jias defoliation of ego make the film touching despite some doldrums,positive
the movie is for fans who cant stop loving anime and the fanatical excess built into it,positive
the volatile dynamics of female friendship is the subject of this unhurried lowkey film that is so offhollywood that it seems positively french in its rhythms and resonance,positive
a densely constructed highly referential film and an audacious return to form that can comfortably sit among jeanluc godards finest work,positive
michael gerbosis script is economically packed with telling scenes,positive
a strangely compelling and brilliantly acted psychological drama,positive
candid and comfortable a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work,positive
openminded kids kids who read kids who dream will be comforted by the way it deals with big issues like death and destiny,positive
bennetts naturalistic performance speaks volumes more truth than any reality show and anybody contemplating their own drastic life changes should watch some body first,positive
a good if not entirely fresh look at war,positive
the film is powerful accessible and funny you wont miss its messages but youll be entertained as well,positive
frailty starts out like a typical bible killer story but it turns out to be significantly different and better than most films with this theme,positive
if you dig on david mamets mind tricks rent this movie and enjoy,positive
the primitive force of this film seems to bubble up from the vast collective memory of the combatants its like watching a nightmare made flesh,positive
it is the sheer selfish woundlicking barscrapping doggedness of leons struggle to face and transmute his demons that makes the movie a spirited and touching occasion despite its patchy construction,positive
a gorgeous highspirited musical from india that exquisitely blends music dance song and high drama,positive
its hard to imagine alan arkin being better than he is in this performance,positive
for those who pride themselves on sophisticated discerning taste this might not seem like the proper cup of tea however it is almost guaranteed that even the stuffiest cinema goers will laugh their off for an hourandahalf,positive
despite the 2d animation the wild thornberrys movie makes for a surprisingly cinematic experience,positive
a fun little timewaster helped especially by the cool presence of jean reno,positive
majidi makes us think twice about immigrants we see around us every day,positive
though only 60 minutes long the film is packed with information and impressions,positive
i have no way of knowing exactly how much is exaggeration but ive got a creepy feeling that the film is closer to the mark than i want to believe,positive
immersing us in the endlessly inventive fiercely competitive world of hiphop djs the project is sensational and revelatory even if scratching makes you itch,positive
further proof that the epicenter of cool beautiful thoughtprovoking foreign cinema is smackdab in the middle of dubyas axis of evil,positive
theres really only one good idea in this movie but the director runs with it and presents it with an unforgettable visual panache,positive
a simple but gritty and wellacted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past,positive
lovely and poignant puts a human face on a land most westerners are unfamiliar with,positive
i cant say that i liked homeboy itd be more accurate to say that i found it intriguing bizarre dogmalike in spots and quite truthful in its way,positive
displaying about equal amounts of naivet passion and talent beneath clouds establishes sen as a filmmaker of considerable potential,positive
the vitality of the actors keeps the intensity of the film high even as the strafings blend together,positive
not since japanese filmmaker akira kurosawas ran have the savagery of combat and the specter of death been visualized with such operatic grandeur,positive
we learn a lot about dying coral and see a lot of life on the reef,positive
if the first men in black was money the second is small change but it still jingles in the pocket its fun lite,positive
passable entertainment but its the kind of motion picture that wont make much of a splash when its released and will not be remembered long afterwards,positive
i just loved every minute of this film,positive
this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button just as easily as their counterparts anywhere else in the world,positive
just as moving uplifting and funny as ever,positive
my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style its virtually its own hollywood remake,positive
it will grip even viewers who arent interested in rap as it cuts to the heart of american society in an unnerving way,positive
a muckraking job the cinematic equivalent of a legal indictment and a fairly effective one at that,positive
a tender witty captivating film about friendship love memory trust and loyalty,positive
belongs to daniel daylewis as much as it belongs to martin scorsese its a memorable performance in a big brassy disturbing unusual and highly successful film,positive
an exhilarating futuristic thrillernoir minority report twists the best of technology around a gripping story delivering a riveting pulse intensifying escapist adventure of the first order,positive
a psychological thriller with a genuinely spooky premise and an aboveaverage cast actor bill paxtons directing debut is a creepy slice of gothic rural americana,positive
while locals will get a kick out of spotting cleveland sites the rest of the world will enjoy a fastpaced comedy with quirks that might make the awardwinning coen brothers envious,positive
pumpkin takes an admirable look at the hypocrisy of political correctness but it does so with such an uneven tone that you never know when humor ends and tragedy begins,positive
if youre hard up for raunchy college humor this is your ticket right here,positive
few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands,positive
corny schmaltzy and predictable but still manages to be kind of heartwarming nonetheless its the perfect kind of film to see when you dont want to use your brain at all,positive
while it regards 1967 as the key turning point of the 20th century and returns again and again to images of dissidents in the streets its alarmingly current,positive
feature debuter d j caruso directs a crack ensemble cast bringing screenwriter tony gaytons narcotics noir to life,positive
every dance becomes about seduction where backstabbing and betrayals are celebrated and sex is currency,positive
harris commands the screen using his frailty to suggest the ravages of a life of corruption and ruthlessness,positive
stephen rea aidan quinn and alan bates play desmonds legal eagles and when joined by brosnan the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing tis,positive
director of photography benoit delhomme shot the movie in delicious colors and the costumes and sets are grand,positive
the movies relatively simple plot and uncomplicated morality play well with the affable cast,positive
the film is quiet threatening and unforgettable,positive
this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants revealing the human complexities beneath,positive
deliriously funny fast and loose accessible to the uninitiated and full of surprises,positive
trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son,positive
one from the heart,positive
more concerned with sades ideas than with his actions the movie achieves as great an impact by keeping these thoughts hidden as quills did by showing them,positive
an entertaining colorful actionfilled crime story with an intimate heart,positive
while undisputed isnt exactly a high it is a gripping tidy little movie that takes mr hill higher than hes been in a while,positive
the most compelling wiseman epic of recent years,positive
the sociohistopolitical treatise is told in earnest strides and personal illusion is deconstructed with poignancy,positive
its great escapist fun that recreates a place and time that will never happen again,positive
good car chases great fight scenes and a distinctive blend of european american and asian influences,positive
liotta put on 30 pounds for the role and has completely transformed himself from his smooth goodfellas image,positive
a womans pic directed with resonance by ilya chaiken,positive
contando com uma premissa curiosa o filme mergulha o espectador em um clima de forte suspense culminando em um desfecho que certamente fica na memria,positive
grants bumbling magic takes over the film and it turns out to be another winning star vehicle,positive
brian de palma is utterly mad cinema mad setpiece mad style mad its a beautiful madness,positive
generally provides its target audience of youngsters enough stimulating eye and ear candy to make its moral medicine go down,positive
there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness,positive
a grimly competent and stolid and earnest military courtroom drama,positive
escaping the studio piccoli is warmly affecting and so is this adroitly minimalist movie,positive
very psychoanalytical provocatively so and also refreshingly literary,positive
a gorgeous witty seductive movie,positive
the special effects and many scenes of weightlessness look as good or better than in the original while the oscarwinning sound and james horners rousing score make good use of the hefty audio system,positive
on the heels of the ring comes a similarly morose and humorless horror movie that although flawed is to be commended for its straightahead approach to creepiness,positive
with rabbitproof fence noyce has tailored an epic tale into a lean economical movie,positive
an utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s,positive
preaches to two completely different choirs at the same time which is a pretty amazing accomplishment,positive
thanks to haynes absolute control of the films mood and buoyed by three terrific performances far from heaven actually pulls off this stylistic juggling act,positive
birthday girl is an amusing joy ride with some surprisingly violent moments,positive
more romantic more emotional and ultimately more satisfying than the tearyeyed original,positive
an appealingly juvenile trifle that delivers its share of laughs and smiles,positive
writerdirectors mehtas effort has tons of charm and the whimsy is in the mixture the intoxicating masala of cultures and film genres,positive
the draw for big bad love is a solid performance by arliss howard,positive
it gets onto the screen just about as much of the novella as one could reasonably expect and is engrossing and moving in its own right,positive
the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing,positive
cool this movie is a snow emergency,positive
like mike isnt interested in recycling old cliches it wants to tweak them with a taste of tangy new humor,positive
smith is careful not to make fun of these curious owners of architectural oddities instead he shows them the respect they are due,positive
a mess when it comes to the characters and writing but works its way underneath the skin like few movies have in recent memory,positive
drops you into a dizzying volatile pressurecooker of a situation that quickly snowballs out of control while focusing on the what much more than the why,positive
zhang has done an amazing job of getting realistic performances from his mainly nonprofessional cast,positive
a solid examination of the male midlife crisis,positive
if youre in the mood for a bollywood film heres one for you,positive
as the two leads lathan and diggs are charming and have chemistry both as friends and lovers,positive
a beguiling slowmoving parable about the collision of past and present on a remote seacoast in iran,positive
my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor,positive
kept aloft largely by a comically adept ensemble,positive
the sort of film that makes me miss hitchcock but also feel optimistic that theres hope for popular cinema yet,positive
firsttime writerdirector serry shows a remarkable gift for storytelling with this moving effective little film,positive
it cuts to the core of what it actually means to face your fears to be a girl in a world of boys to be a boy truly in love with a girl and to ride the big metaphorical wave that is life wherever it takes you,positive
atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues,positive
essentially an exceptionally wellwritten welledited welldirected wellacted bald ripoff of aliens,positive
de niro is a veritable source of sincere passion that this hollywood contrivance orbits around,positive
the whole is quite entertaining but despite its virtues there is an unsettled feeling to the film,positive
while its careful pace and seemingly opaque story may not satisfy every moviegoers appetite the films final scene is soaringly transparently moving,positive
hardly a masterpiece but it introduces viewers to a good charitable enterprise and some interesting real people,positive
based on a devilishly witty script by heather mcgowan and niels mueller the film gets great laughs but never at the expense of its characters,positive
its somewhat clumsy and too lethargically paced but its story about a mysterious creature with psychic abilities offers a solid buildup a terrific climax and some nice chills along the way,positive
if youve ever wondered what an ending without the input of studio executives or test audiences would look like here it is,positive
exciting and direct with ghost imagery that shows just enough to keep us on our toes,positive
whether writerdirector anne fontaines film is a ghost story an account of a nervous breakdown a trip down memory lane all three or none of the above it is as seductive as it is haunting,positive
what the film lacks in general focus it makes up for in compassion as corcuera manages to find the seeds of hope in the form of collective action,positive
if you enjoy more thoughtful comedies with interesting conflicted characters this one is for you,positive
the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy,positive
this film seems thirsty for reflection itself taking on adolescent qualities,positive
another one of those estrogen overdose movies like divine secrets of the ya ya sisterhood except that the writing acting and character development are a lot better,positive
a breezy romantic comedy that has the punch of a good sitcom while offering exceptionally welldetailed characters,positive
a romantic comedy enriched by a sharp eye for manners and mores,positive
viewers of the ring are more likely to remember the haunting images than the plot holes,positive
a delightful comingofage story,positive
one of those energetic surprises an original that pleases almost everyone who sees it,positive
an exquisitely crafted and acted tale,positive
a taut psychological thriller that doesnt waste a moment of its twohour running time,positive
jones does offer a brutal form of charisma,positive
despite its title punchdrunk love is never heavyhanded the jabs it employs are short carefully placed and deadcenter,positive
theres a wickedly subversive bent to the best parts of birthday girl,positive
likely to expertly drum up repressed teenage memories in any viewer,positive
blanchetts performance confirms her power once again,positive
a magnificent drama well worth tracking down,positive
a good piece of work more often than not,positive
the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure,positive
what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts,positive
smart provocative and blisteringly funny,positive
nothing is sacred in this gutbuster,positive
the movie occasionally threatens to become didactic but its too grounded in the reality of its characters to go over the edge a touch of humor or an unexpected plot twist always pulls it back,positive
filmmakers who can deftly change moods are treasures and even marvels so too is this comedy about mild culture clashing in todays new delhi,positive
if steven soderberghs solaris is a failure it is a glorious failure,positive
mostly martha is a bright light modern day family parable that wears its heart on its sleeve for all to see,positive
its a scattershot affair but when it hits its mark its brilliant,positive
a pleasant enough romance with intellectual underpinnings the kind of movie that entertains even as it turns maddeningly predictable,positive
featuring a dangerously seductive performance from the great daniel auteuil sade covers the same period as kaufmanns quills with more unsettlingly realistic results,positive
a spellbinding african film about the modern condition of rootlessness a state experienced by millions around the globe,positive
its a work by an artist so in control of both his medium and his message that he can improvise like a jazzman,positive
a moody multidimensional love story and scifi mystery solaris is a thoughtprovoking haunting film that allows the seeds of the imagination to germinate,positive
a very wellmade funny and entertaining picture,positive
a giggleinducing comedy with snappy dialogue and winning performances by an unlikely team of oscarwinners susan sarandon and goldie hawn,positive
its maker steven spielberg hasnt had so much fun in two decades since he was schlepping indiana jones around the globe in search of a giant misplaced ashtray,positive
oscar wildes masterpiece the importance of being earnest may be the best play of the 19th century its so good that its relentless polished wit can withstand not only inept school productions but even oliver parkers movie adaptation,positive
the movie does a good job of laying out some of the major issues that we encounter as we journey through life,positive
brilliantly explores the conflict between following ones heart and following the demands of tradition,positive
this remake gets all there is to get out of a peculiar premise with promise al pacino loathing robin williams,positive
the next generation of mob movie part low rent godfather part three stooges,positive
lan yu is at times too restrained yet there are moments it captures the erotics of intimacy in a way that makes most american love stories look downright unfree,positive
a thinly veiled look at different aspects of chinese life clashing with each other,positive
light years several warp speeds levels and levels of dilithium crystals better than the pitiful insurrection which isnt to say that its the equal of some of its predecessors,positive
delightfully rendered,positive
if this story must be told and retold and indeed it must then the grey zone is to be lauded for finding a new and ingenious angle,positive
the lion king was a roaring success when it was released eight years ago but on imax it seems better not just bigger,positive
a gripping movie played with performances that are all understated and touching,positive
the piece plays as well as it does thanks in large measure to anspaughs three lead actresses,positive
the inspirational screenplay by mike rich covers a lot of ground perhaps too much but ties things together neatly by the end,positive
not the kind of film that will appeal to a mainstream american audience but there is a certain charm about the film that makes it a suitable entry into the fest circuit,positive
director andrew niccol demonstrates a wry understanding of the quirks of fame his healthy sense of satire is light and fun,positive
about a mangalike heroine who fights back at her abusers its energetic and satisfying if not deep and psychological,positive
this is human comedy at its most amusing interesting and confirming,positive
an artful intelligent film that stays within the confines of a wellestablished genre,positive
majidi is an unconventional storyteller capable of finding beauty in the most depressing places,positive
richard gere and diane lane put in fine performances as does french actor oliver martinez,positive
the minor figures surrounding bobby form a gritty urban mosaic,positive
this is wild surreal stuff but brilliant and the camera just kind of sits there and lets you look at this and its like youre going from one room to the next and none of them have any relation to the other,positive
its a demented kitsch mess although the smeary digital video does match the muddled narrative but its savvy about celebrity and has more guts and energy than much of what will open this year,positive
there is nothing outstanding about this film but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine,positive
allinall the film is an enjoyable and frankly told tale of a people who live among us but not necessarily with us,positive
an interesting story with a pertinent cinematically unique message told fairly well and scored to perfection i found myself struggling to put my finger on that elusive missing thing,positive
a movie with a real anarchic flair,positive
a welcome relief from baseball movies that try too hard to be mythic this one is a sweet and modest and ultimately winning story,positive
a crisp psychological drama and a fascinating little thriller that would have been perfect for an old twilight zone episode,positive
it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing,positive
opening with some contrived banter cliches and some loose ends the screenplay only comes into its own in the second half,positive
an uncluttered resonant gem that relays its universal points without lectures or confrontations,positive
the cockettes provides a window into a subculture hellbent on expressing itself in every way imaginable,positive
a smart steamy mix of road movie comingofage story and political satire,positive
the modernday royals have nothing on these guys when it comes to scandals its only in fairy tales that princesses that are married for political reason live happily ever after,positive
a terrific b movie in fact the best in recent memory,positive
birthday girl is an actors movie first and foremost,positive
i walked away from this new version of e t just as i hoped i would with moist eyes,positive
for devotees of french cinema safe conduct is so rich with period minutiae its like dying and going to celluloid heaven,positive
whats really so appealing about the characters is their resemblance to everyday children,positive
shamelessly resorting to peerelated sight gags that might even cause tom green a grimace still myers energy and the silliness of it all eventually prevail,positive
an absurdist spider web,positive
if youre as happy listening to movies as you are watching them and the slow parade of human frailty fascinates you then youre at the right film,positive
this version moves beyond the originals nostalgia for the communal film experiences of yesteryear to a deeper realization of cinemas inability to stand in for true lived experience,positive
some movies blend together as they become distant memories mention solaris five years from now and im sure those who saw it will have an opinion to share,positive
allens funniest and most likeable movie in years,positive
its a glorious spectacle like those d w griffith made in the early days of silent film,positive
this comic gem is as delightful as it is derivative,positive
more timely than its director could ever have dreamed this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders desperate for work and food,positive
the leaping story line shaped by director peter kosminsky into sharp slivers and cutting impressions shows all the signs of rich detail condensed into a few evocative images and striking character traits,positive
with three excellent principal singers a youthful and goodlooking diva and tenor and richly handsome locations its enough to make you wish jacquot had left well enough alone and just filmed the opera without all these distortions of perspective,positive
the production has been made with an enormous amount of affection so we believe these characters love each other,positive
certainly the performances are worthwhile,positive
no es la mejor cinta de la serie ni la mejor con brosnan a la cabeza pero de que entretiene ni duda cabe,positive
winds up being both revelatory and narcissistic achieving some honest insight into relationships that most highconcept films candycoat with pat storylines precious circumstances and beautiful stars,positive
watching these eccentrics is both inspiring and pure joy,positive
steven spielberg brings us another masterpiece,positive
finally the frenchproduced read my lips is a movie that understands characters must come first,positive
ms seigner and mr serrault bring fresh unforced naturalism to their characters,positive
allen shows he can outgag any of those young whippersnappers making moving pictures today,positive
a good film with a solid pedigree both in front of and more specifically behind the camera,positive
by no means a slamdunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act it still comes off as a touching transcendent love story,positive
i encourage young and old alike to go see this unique and entertaining twist on the classic whales tale you wont be sorry,positive
a literary detective story is still a detective story and aficionados of the whodunit wont be disappointed,positive
high crimes steals so freely from other movies and combines enough disparate types of films that it cant help but engage an audience,positive
if youre a fan of the series youll love it and probably want to see it twice i will be,positive
it celebrates the groups playful spark of nonconformity glancing vividly back at what hibiscus grandly called his angels of light,positive
the story is inspiring ironic and revelatory of just how ridiculous and moneyoriented the record industry really is it is also a testament to the integrity and vision of the band,positive
laced with liberal doses of dark humor gorgeous exterior photography and a stablefull of solid performances no such thing is a fascinating little tale,positive
hupperts show to steal and she makes a meal of it channeling kathy bakers creepy turn as the repressed mother on boston public just as much as 8 womens augustine,positive
nair doesnt treat the issues lightly she allows each character to confront their problems openly and honestly,positive
one of the best silly horror movies of recent memory with some real shocks in store for unwary viewers,positive
the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them strange occurrences build in the mind of the viewer and take on extreme urgency,positive
has a certain ghoulish fascination and generates a fair amount of bmovie excitement,positive
familiar but utterly delightful,positive
